,,,,,,"Art","Art",,,,,,,,,,
"7059","sets_resting_area_009","fin","","http:///file_proxy/thumbnail/379097","стоянка для отдыха","109905","fin","sets","sets_exterior","ep023seq09sh18","Assets","ep023","1 - easy","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7060","sets_resting_area_010","wtg","","","стоянка для отдыха","109906","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7061","sets_resting_area_011","wtg","","","стоянка для отдыха","109907","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7062","sets_resting_area_012","wtg","","","стоянка для отдыха","109908","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7063","sets_resting_area_013","wtg","","","стоянка для отдыха","109909","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7064","sets_resting_area_014","wtg","","","стоянка для отдыха","109910","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:31 PM","LEX&PLU",
"7065","sets_resting_area_015","wtg","","","стоянка для отдыха","109911","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:32 PM","LEX&PLU",
"7066","sets_resting_area_016","wtg","","","стоянка для отдыха","109912","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:32 PM","LEX&PLU",
"7067","sets_resting_area_017","wtg","","","стоянка для отдыха","109913","rdy","sets","sets_exterior","","Assets","","","sets","2021/01/26 10:21:32 PM","LEX&PLU",
"3555","sets_rollercoaster_001","wtg","","http:///file_proxy/thumbnail/205962","ярмарка и аттракционы","79722","fin","sets","sets_exterior","ep003seq07sh04, ep003seq07sh06","Assets","ep003","2 - standard","sets","2019/11/14 08:16:20 PM","LEX&PLU",
"3556","sets_rollercoaster_002","wtg","","http:///file_proxy/thumbnail/205858","ярмарка и аттракционы","79723","fin","sets","sets_exterior","ep003seq07sh05, ep003seq07sh08, ep003seq07sh10","Assets","ep003","1 - easy","sets","2019/11/14 08:17:17 PM","LEX&PLU",
"3557","sets_rollercoaster_003","wtg","","http:///file_proxy/thumbnail/205935","ярмарка и аттракционы","79724","fin","sets","sets_exterior","ep003seq07sh07, ep003seq09sh01","Assets","ep003","2 - standard","sets","2019/11/14 08:17:59 PM","LEX&PLU",
"3558","sets_rollercoaster_004","wtg","","http:///file_proxy/thumbnail/203169","ярмарка и аттракционы","79725","fin","sets","sets_exterior","ep003seq07sh09","Assets","ep003","3 - difficult","sets","2019/11/14 08:19:10 PM","LEX&PLU",
"3559","sets_rollercoaster_005","wtg","","http:///file_proxy/thumbnail/205965","ярмарка и аттракционы","79726","fin","sets","sets_exterior","ep003seq09sh02","Assets","ep003","1 - easy","sets","2019/11/14 08:23:20 PM","LEX&PLU",
"6290","sets_rollercoaster_005b","fin","","http:///file_proxy/thumbnail/327588","","104636","fin","sets","sets_exterior","ep018seq14sh02","Assets","ep018","1 - easy","sets","2020/11/24 01:43:29 PM","LEX&PLU",
"3638","sets_rollercoaster_006","wtg","","http:///file_proxy/thumbnail/205929","ярмарка и аттракционы","82503","fin","sets","sets_exterior","ep003seq07sh13","Assets","ep003","1 - easy","sets","2019/12/23 09:37:36 PM","LEX&PLU",
"3656","sets_rollercoaster_007","wtg","","http:///file_proxy/thumbnail/295097","ярмарка и аттракционы","82537","fin","sets","sets_exterior","ep003seq07sh11, ep003seq07sh12","Assets","ep003","2 - standard","sets","2020/02/04 03:03:31 PM","LEX&PLU",
"3657","sets_rollercoaster_008","wtg","","http:///file_proxy/thumbnail/295098","ярмарка и аттракционы","82538","fin","sets","sets_exterior","ep003seq07sh14","Assets","ep003","2 - standard","sets","2020/02/04 03:47:47 PM","LEX&PLU",
"6289","sets_rollercoaster_009","fin","","http:///file_proxy/thumbnail/327584","ярмарка и аттракционы","104635","fin","sets","sets_exterior","ep018seq14sh03, ep018seq14sh07","Assets","ep018","2 - standard","sets","2020/11/24 01:40:15 PM","LEX&PLU",
"6294","sets_rollercoaster_010","fin","","http:///file_proxy/thumbnail/328955","","104641","fin","sets","sets_exterior","ep018seq14sh04, ep018seq14sh05, ep018seq14sh06","Assets","ep018","2 - standard","sets","2020/11/25 10:04:30 PM","LEX&PLU",
"7456","sets_science_planet_001","wtg","","","планета научных работников","113659","rdy","sets","sets_exterior","ep025seq10sh12, ep025seq10sh13","Assets","ep025","","sets","2021/02/20 01:50:08 PM","LEX&PLU",
"7502","sets_science_planet_001","wtg","","","планета научных работников","113705","rdy","sets","sets_exterior","","Assets","ep025","","sets","2021/02/20 01:51:44 PM","LEX&PLU",
"7503","sets_science_planet_002","wtg","","","планета научных работников","113706","rdy","sets","sets_exterior","ep025seq10sh14","Assets","ep025","","sets","2021/02/20 01:51:45 PM","LEX&PLU",
"7504","sets_science_planet_003","wtg","","","планета научных работников","113707","rdy","sets","sets_exterior","","Assets","ep025","","sets","2021/02/20 01:51:45 PM","LEX&PLU",
"7505","sets_science_planet_004","wtg","","","планета научных работников","113708","rdy","sets","sets_exterior","","Assets","ep025","","sets","2021/02/20 01:51:45 PM","LEX&PLU",
"7506","sets_science_planet_005","wtg","","","планета научных работников","113709","rdy","sets","sets_exterior","","Assets","ep025","","sets","2021/02/20 01:51:45 PM","LEX&PLU",
"4174","sets_scooter_001","wtg","","http:///file_proxy/thumbnail/295230","","85755","fin","sets","sets_interior","ep004seq09sh10","Assets","ep004","1 - easy","sets","2020/03/18 04:42:08 PM","LEX&PLU",
"4184","sets_scooter_002","wtg","","http:///file_proxy/thumbnail/272462","","85775","fin","sets","sets_interior","ep007seq07sh11","Assets","ep007","2 - standard","sets","2020/03/20 06:38:09 PM","LEX&PLU",
"7247","sets_sevahome_ext_001","ip","","http:///file_proxy/thumbnail/386205","дом Севы экстерьер","112943","fin","sets","sets_exterior","ep024seq01sh01","Assets","ep024","3 - difficult","sets","2021/02/03 03:17:43 PM","LEX&PLU",
"7271","sets_sevahome_ext_002","fin","","http:///file_proxy/thumbnail/389437","дом Севы экстерьер","112533","fin","sets","sets_exterior","ep024seq01sh03","Assets","ep024","2 - standard","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7272","sets_sevahome_ext_003","fin","","http:///file_proxy/thumbnail/386209","дом Севы экстерьер","112534","fin","sets","sets_exterior","ep024seq01sh04","Assets","ep024","2 - standard","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7273","sets_sevahome_ext_004","fin","","http:///file_proxy/thumbnail/389441","дом Севы экстерьер","112535","fin","sets","sets_exterior","ep024seq01sh05","Assets","ep024","1 - easy","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7274","sets_sevahome_ext_005","fin","","http:///file_proxy/thumbnail/388383","дом Севы экстерьер","112536","fin","sets","sets_exterior","ep024seq01sh06","Assets","ep024","2 - standard","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7275","sets_sevahome_ext_006","fin","","http:///file_proxy/thumbnail/389445","дом Севы экстерьер","112537","fin","sets","sets_exterior","ep024seq01sh08","Assets","ep024","2 - standard","sets","2021/02/03 03:22:10 PM","LEX&PLU",
"7276","sets_sevahome_ext_007","ip","","http:///file_proxy/thumbnail/390812","дом Севы экстерьер","112538","abad","sets","sets_exterior","ep024seq01sh09, ep024seq01sh11, ep024seq01sh12, ep024seq01sh17","Assets","ep024","2 - standard","sets","2021/02/03 03:22:11 PM","LEX&PLU",
"7277","sets_sevahome_ext_008","fin","","http:///file_proxy/thumbnail/389449","дом Севы экстерьер","112539","fin","sets","sets_exterior","ep024seq01sh10, ep024seq01sh18","Assets","ep024","1 - easy","sets","2021/02/03 03:22:11 PM","LEX&PLU",
"7278","sets_sevahome_ext_009","ip","","http:///file_proxy/thumbnail/387889","дом Севы экстерьер","112540","abad","sets","sets_exterior","ep024seq01sh13, ep024seq01sh14, ep024seq01sh15","Assets","ep024","2 - standard","sets","2021/02/03 03:22:11 PM","LEX&PLU",
"7279","sets_sevahome_ext_010","wtg","","","дом Севы экстерьер","112541","rdy","sets","sets_exterior","","Assets","","","sets","2021/02/03 03:22:11 PM","LEX&PLU",
"4617","sets_shoppingmall_001","wtg","","http:///file_proxy/thumbnail/281140","город, магазины и торговые центры","90802","fin","sets","sets_exterior","ep009seq04sh01, ep015seq07sh15","Assets","ep009","3 - difficult","sets","2020/05/19 06:27:42 PM","LEX&PLU",
"4618","sets_shoppingmall_002","wtg","","http:///file_proxy/thumbnail/275012","город, магазины и торговые центры","90803","fin","sets","sets_exterior","ep009seq04sh03, ep009seq04sh04, ep009seq06sh09","Assets","ep009","2 - standard","sets","2020/05/19 06:27:42 PM","LEX&PLU",
"5159","sets_shoppingmall_002b","wtg","","http:///file_proxy/thumbnail/283180","город, магазины и торговые центры","94237","fin","sets","sets_exterior","ep009seq04sh02","Assets","ep009","2 - standard","sets","2020/07/21 02:52:02 PM","LEX&PLU",
"4619","sets_shoppingmall_003","wtg","","http:///file_proxy/thumbnail/278184","город, магазины и торговые центры","90804","fin","sets","sets_exterior","ep009seq05sh01","Assets","ep009","2 - standard","sets","2020/05/19 06:27:42 PM","LEX&PLU",
"4620","sets_shoppingmall_004","wtg","","http:///file_proxy/thumbnail/281136","город, магазины и торговые центры","90805","fin","sets","sets_exterior","ep009seq05sh02, ep009seq05sh04","Assets","ep009","2 - standard","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4621","sets_shoppingmall_005","wtg","","http:///file_proxy/thumbnail/276258","город, магазины и торговые центры","90806","fin","sets","sets_exterior","ep009seq05sh03","Assets","ep009","2 - standard","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4622","sets_shoppingmall_006","wtg","вау скидки. хочу такое платье","http:///file_proxy/thumbnail/278191","город, магазины и торговые центры","90807","fin","sets","sets_exterior","ep009seq05sh05","Assets","ep009","2 - standard","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4623","sets_shoppingmall_007","wtg","","http:///file_proxy/thumbnail/281111","город, магазины и торговые центры","90808","fin","sets","sets_exterior","ep009seq06sh02, ep009seq06sh04","Assets","ep009","3 - difficult","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4624","sets_shoppingmall_008","wtg","","http:///file_proxy/thumbnail/277608","город, магазины и торговые центры","90809","fin","sets","sets_exterior","ep009seq06sh05, ep009seq06sh08, ep015seq07sh16","Assets","ep009","3 - difficult","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4625","sets_shoppingmall_009","wtg","","http:///file_proxy/thumbnail/277612","город, магазины и торговые центры","90810","fin","sets","sets_exterior","ep009seq06sh06","Assets","ep009","3 - difficult","sets","2020/05/19 06:27:43 PM","LEX&PLU",
"4626","sets_shoppingmall_010","wtg","","http:///file_proxy/thumbnail/281115","город, магазины и торговые центры","90811","fin","sets","sets_exterior","ep009seq06sh07","Assets","ep009","3 - difficult","sets","2020/05/19 06:27:44 PM","LEX&PLU",
"4933","sets_shoppingmall_011","wtg","","http:///file_proxy/thumbnail/277363","город, магазины и торговые центры","91846","fin","sets","sets_exterior","ep009seq12sh01, ep009seq12sh02, ep009seq12sh04, ep009seq12sh05","Assets","ep009","3 - difficult","sets","2020/06/22 07:16:35 PM","LEX&PLU",
"5622","sets_smelly_planet_001","fin","вонючая планета. вокруг облака с газом болотного цвета","http:///file_proxy/thumbnail/300725","планета, планета вонючая","97072","fin","sets","sets_exterior","ep016seq03sh01, ep016seq03sh02","Assets","ep016","2 - standard","sets","2020/09/07 09:45:51 PM","LEX&PLU",
"4869","sets_snow_planet_001","wtg","планета снежная","http:///file_proxy/thumbnail/285648","планета, планета снежная","91782","fin","sets","sets_exterior","ep011seq05sh01, ep011seq05sh03, ep011seq05sh05, ep011seq05sh06, ep011seq05sh08, ep011seq05sh10","Assets","ep011","3 - difficult","sets","2020/06/16 09:38:33 AM","LEX&PLU",
"4870","sets_snow_planet_002","wtg","планета снежная","http:///file_proxy/thumbnail/289411","планета, планета снежная","91783","fin","sets","sets_exterior","ep011seq07sh01","Assets","ep011","3 - difficult","sets","2020/06/16 09:38:33 AM","LEX&PLU",
"4871","sets_snow_planet_003","wtg","планета снежная","http:///file_proxy/thumbnail/289415","планета, планета снежная","91784","fin","sets","sets_exterior","ep011seq07sh02","Assets","ep011","3 - difficult","sets","2020/06/16 09:38:33 AM","LEX&PLU",
"4872","sets_snow_planet_004","wtg","планета снежная","http:///file_proxy/thumbnail/289465","планета, планета снежная","91785","fin","sets","sets_exterior","ep011seq07sh03, ep011seq07sh05, ep011seq07sh07","Assets","ep011","1 - easy","sets","2020/06/16 09:38:33 AM","LEX&PLU",
"4873","sets_snow_planet_005","wtg","планета снежная","http:///file_proxy/thumbnail/285641","планета, планета снежная","91786","fin","sets","sets_exterior","ep011seq07sh06","Assets","ep011","3 - difficult","sets","2020/06/16 09:38:34 AM","LEX&PLU",
"4874","sets_snow_planet_006","wtg","планета снежная","http:///file_proxy/thumbnail/285704","планета, планета снежная","91787","fin","sets","sets_exterior","ep011seq07sh09","Assets","ep011","3 - difficult","sets","2020/06/16 09:38:34 AM","LEX&PLU",
"4875","sets_snow_planet_007","wtg","планета снежная","http:///file_proxy/thumbnail/289781","планета, планета снежная","91788","fin","sets","sets_exterior","ep011seq07sh10, ep011seq07sh11, ep011seq07sh12, ep011seq07sh13","Assets","ep011","2 - standard","sets","2020/06/16 09:38:34 AM","LEX&PLU",
"3506","sets_space_000","wtg","","http:///file_proxy/thumbnail/202787","космос","79276","fin","sets","sets_exterior","ep002seq02sh09, ep004seq03sh21","Assets","ep002","","sets","2019/10/29 04:15:32 PM","LEX&PLU",
"3496","sets_space_001","wtg","","http:///file_proxy/thumbnail/202707","космос","79274","fin","sets","sets_exterior","ep002seq02sh01, ep002seq13sh06, ep004seq06sh08, ep008seq02sh01, ep010seq03sh01, ep018seq01sh01","Assets","ep002","","sets","2019/10/23 04:54:31 PM","LEX&PLU",
